Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	stationaryDist[1]	stationaryDist[2]	tree_length
3960	-3882.566	-4030.601	148.0354	0.183684	0.0377505	0.0817421	0.0354386	0.0394086	0.0206819	0.00856004	0.0516339	0.0323502	0.0169837	0.0551254	0.0698778	0.0407553	0.0375659	0.0825262	0.0793725	0.05641	0.0992307	0.100128	0.111828	0.0403002	0.0986721	0.0253625	0.0109488	0.0149628	0.0176179	0.0627373	0.0303119	0.0736096	0.0412891	0.0280891	0.024946	0.047845	0.0510867	0.0294809	0.017265	0.0210652	0.23693	0.0215287	0.0263715	0.0168801	0.0162118	0.0427361	0.0139884	0.00641722	0.0139432	0.00415469	0.134156	0.196093	0.117222	0.0308345	0.0441625	0.0126069	0.0352503	0.0673789	0.0241586	0.00122677	0.0256705	0.0454611	0.0371304	0.0271034	0.0495827	0.0181172	0.0404389	0.112834	0.0274606	0.125863	0.0153411	0.00210646	0.000741364	0.0669557	0.0352184	0.00140202	0.0259403	0.00487852	0.0177443	0.0182643	0.0554554	0.0682554	0.0752247	0.0444685	0.0605694	0.00885228	0.024135	0.00536513	0.0454855	0.051266	0.0127739	0.00398809	1.143879	0.856121	0.231776	0.490165	0.800557	1.24913	2.04013	4.31452	1.057116	0.7484367	0.0448777	0.00922322	0.0199712	0.00865836	0.00962831	0.00505301	0.00209139	0.0126152	0.0079038	0.00414947	0.0134682	0.0170726	0.00995734	0.0091781	0.0201628	0.0193923	0.0137821	0.0242441	0.0244634	0.0273219	0.00984617	0.0241076	0.00619658	0.00267501	0.00365572	0.00430441	0.015328	0.0074058	0.0179843	0.0100878	0.00686273	0.00609481	0.0116895	0.0124815	0.00720277	0.00421819	0.00514665	0.0578868	0.00525989	0.00644309	0.00412414	0.00396086	0.0104413	0.00341766	0.00156786	0.00340661	0.00101507	0.0327771	0.0479094	0.0286397	0.0075335	0.0107898	0.00308013	0.00861235	0.016462	0.00590243	0.000299725	0.00627183	0.0111071	0.0090717	0.00662191	0.0121141	0.0044264	0.00988004	0.0275676	0.00670917	0.0307509	0.00374815	0.000514651	0.00018113	0.0163586	0.00860456	0.000342542	0.00633774	0.00119192	0.0043353	0.00446234	0.0135489	0.0166762	0.0183789	0.0108646	0.0147983	0.00216279	0.00589668	0.00131081	0.011113	0.0125253	0.00312093	0.00097437	0.428061	0.571939	4.092989
3996	-3875.603	-4022.902	147.2991	0.212076	0.107834	0.0497907	0.055364	0.0473061	0.029334	0.0531974	0.0332481	0.0422493	0.0263394	0.0505887	0.0613296	0.0136081	0.0152354	0.119546	0.0450994	0.112017	0.0820757	0.134736	0.02969	0.053446	0.0895516	0.0336375	0.0107972	0.0133097	0.0441349	0.0914781	0.0229944	0.057295	0.0457668	0.0392964	0.0551476	0.0468722	0.0532563	0.0492898	0.028469	0.0677373	0.131691	0.0192359	0.0222851	0.0124234	0.0113674	0.0259313	0.0306449	0.00778647	0.0295328	0.0166456	0.169795	0.257844	0.108489	0.0192703	0.0171204	0.0488867	0.00100165	0.016925	0.0156762	0.0112174	0.02874	0.0272225	0.0715884	0.0168815	0.0500223	0.0176052	0.0550953	0.142278	0.0181006	0.0698155	0.05956	0.0201948	0.00970607	0.0895006	0.0216256	0.00610771	0.0360672	0.00297856	0.0311072	0.0164795	0.13249	0.0734247	0.143151	0.0465304	0.0245353	0.0154184	0.0238383	0.00265249	0.0440044	0.0474982	0.0275036	0.0197536	1.063703	0.9362966	0.272111	0.530059	0.820341	1.21901	1.88658	3.67497	0.9411062	0.8802233	0.04725	0.0240251	0.0110932	0.0123349	0.0105397	0.00653553	0.0118522	0.00740758	0.00941302	0.00586835	0.011271	0.0136641	0.00303184	0.00339439	0.0266345	0.010048	0.0249571	0.0182862	0.0300187	0.00661483	0.0119076	0.0199518	0.00749434	0.00240558	0.00296535	0.00983312	0.0203811	0.00512308	0.0127652	0.0101967	0.00875511	0.0122867	0.010443	0.0118653	0.0109816	0.00634281	0.0150917	0.0293403	0.00428571	0.00496505	0.0027679	0.00253263	0.00577741	0.00682759	0.0017348	0.00657982	0.00370859	0.0378297	0.0574468	0.024171	0.00429337	0.00381439	0.0108918	0.000223166	0.00377084	0.0034926	0.0024992	0.00640319	0.0060651	0.0159497	0.00376116	0.0111448	0.00392239	0.0122751	0.0316991	0.00403276	0.0155547	0.0132698	0.00449935	0.00216248	0.0199405	0.00481812	0.00136078	0.00803568	0.000663615	0.0069306	0.00367159	0.0295184	0.0163588	0.0318935	0.0103668	0.00546638	0.00343516	0.00531111	0.000590968	0.00980404	0.0105825	0.00612772	0.00440104	0.468148	0.531852	4.48839
4032	-3870.21	-4014.514	144.304	0.248827	0.139121	0.0488917	0.0510745	0.0686545	0.0455285	0.0296747	0.0532597	0.0840801	0.0692575	0.0283127	0.232198	0.0409912	0.0563425	0.117147	0.102515	0.119521	0.125112	0.238619	0.0831229	0.0836887	0.144327	0.0448038	0.00537978	0.00615827	0.0473373	0.103545	0.060834	0.0847988	0.0415168	0.0303836	0.0791609	0.0481021	0.0565317	0.0708801	0.0276312	0.0793323	0.156665	0.0399818	0.0230038	0.00466307	0.0185508	0.0530507	0.0186711	0.013985	0.0397016	0.0121065	0.323094	0.269136	0.0788019	0.0307808	0.0104887	0.0375895	5.36445e-05	0.0793857	0.0194465	0.0616407	0.0454604	0.087762	0.0962378	0.0203592	0.107739	0.0387495	0.0825164	0.203653	0.014559	0.103135	0.0464226	0.058392	0.0164881	0.135349	0.0305052	0.0497202	0.0627624	0.0166071	0.0308934	0.0236822	0.148801	0.0923523	0.124794	0.0478536	0.0726001	0.0456954	0.0380904	0.0111239	0.0275168	0.017191	0.0967957	0.0458397	1.165591	0.8344087	0.332159	0.584197	0.845611	1.18258	1.71175	3.01061	0.7969248	0.7158673	0.0393272	0.0219881	0.00772734	0.00807234	0.0108508	0.00719578	0.00469009	0.0084177	0.0132889	0.0109462	0.00447482	0.0366989	0.00647867	0.00890493	0.0185152	0.0162025	0.0188903	0.019774	0.0377137	0.0131376	0.013227	0.022811	0.00708124	0.000850275	0.000973315	0.00748167	0.0163653	0.00961482	0.0134025	0.00656174	0.00480213	0.0125114	0.00760255	0.00893484	0.0112026	0.00436712	0.0125385	0.024761	0.00631913	0.00363575	0.000736998	0.00293196	0.00838467	0.00295097	0.00221033	0.00627484	0.00191343	0.0510651	0.042537	0.0124546	0.00486491	0.00165774	0.00594103	8.47851e-06	0.0125469	0.00307352	0.00974232	0.00718501	0.0138708	0.0152104	0.00321777	0.0170282	0.00612436	0.0130417	0.0321874	0.00230105	0.0163005	0.00733709	0.00922886	0.00260594	0.021392	0.00482136	0.00785829	0.0099196	0.00262475	0.00488271	0.00374297	0.023518	0.0145963	0.0197237	0.00756326	0.0114745	0.00722216	0.0060202	0.00175814	0.00434903	0.00271704	0.0152986	0.00724498	0.417204	0.582796	6.327107
4068	-3874.565	-4019.944	145.3787	0.249243	0.120381	0.0286356	0.0351921	0.0568477	0.0469432	0.00471796	0.0482905	0.0929081	0.0588521	0.0275417	0.0728186	0.0499687	0.0357326	0.0785582	0.0422771	0.11572	0.121133	0.156957	0.0599469	0.0901635	0.0712327	0.0318917	0.00729765	0.00195014	0.0349439	0.0926819	0.0516224	0.082957	0.0504606	0.0444056	0.0264678	0.0585347	0.0960148	0.0469694	0.0319637	0.0785752	0.160928	0.0251394	0.00926429	0.00596565	0.021682	0.0544361	0.0140599	0.0437556	0.0188238	0.031918	0.386045	0.291353	0.0780484	0.152886	0.0087419	0.0365246	0.000126987	0.0687398	0.0318348	0.0354681	0.0529942	0.084638	0.117896	0.0162538	0.0444595	0.0216173	0.104757	0.15271	0.0336649	0.116262	0.0729448	0.0421514	0.0159637	0.0431981	0.0734673	0.0589865	0.0607663	0.00614986	0.020823	0.00649306	0.124718	0.0993474	0.0770034	0.046093	0.0485713	0.0338903	0.0170202	0.0225426	0.0134607	0.0286472	0.117039	0.0267304	1.141641	0.8583595	0.30139	0.557147	0.833196	1.2002	1.79486	3.31796	0.8672125	0.7518649	0.0438978	0.0212021	0.00504343	0.00619819	0.0100123	0.00826785	0.000830949	0.00850515	0.0163634	0.0103653	0.00485077	0.0128251	0.00880071	0.00629339	0.013836	0.00744604	0.0203811	0.0213345	0.027644	0.0105581	0.01588	0.0125458	0.00561691	0.00128529	0.000343468	0.00615448	0.0163236	0.00909198	0.0146108	0.00888735	0.00782091	0.00466162	0.0103094	0.0169106	0.00827246	0.00562959	0.013839	0.0283434	0.00442766	0.00163167	0.0010507	0.00381873	0.00958752	0.00247629	0.00770644	0.00331534	0.00562154	0.067992	0.0513145	0.0137462	0.0269269	0.00153966	0.00643287	2.23656e-05	0.0121068	0.00560689	0.0062468	0.00933358	0.0149068	0.0207644	0.00286269	0.0078304	0.00380733	0.0184503	0.026896	0.00592921	0.0204766	0.0128474	0.0074239	0.0028116	0.00760825	0.0129394	0.010389	0.0107024	0.00108314	0.00366743	0.00114359	0.0219659	0.0174975	0.0135622	0.00811811	0.0085546	0.00596892	0.00299768	0.00397031	0.00237077	0.00504547	0.0206135	0.00470788	0.42918	0.57082	5.677802
4104	-3883.172	-4031.78	148.6083	0.118154	0.0649968	0.0613094	0.0191895	0.02695	0.0271121	0.0404557	0.0169732	0.0437133	0.0117339	0.0370135	0.144411	0.0256316	0.0281314	0.0626059	0.0563836	0.117204	0.0656547	0.166	0.0399123	0.0824269	0.0585119	0.0585365	0.00590122	0.00292214	0.0546764	0.0432418	0.0247133	0.0324022	0.0285549	0.0405457	0.0203465	0.0433507	0.029152	0.0253676	0.0219557	0.025261	0.142788	0.0109034	0.0039316	0.0152452	0.0270268	0.0204665	0.0177449	0.00535175	0.00549916	0.0107372	0.0292712	0.0118078	0.0255841	0.00576493	0.00784379	0.0534789	0.0270269	0.106413	0.0274947	0.00783159	0.025966	0.0221551	0.0565886	0.0258847	0.000687389	0.0129411	0.0272384	0.0231906	0.00660943	0.0637477	0.0121804	0.0733087	0.00670311	0.14638	0.0246027	0.0596239	0.0219969	0.0142331	0.0112332	0.038602	0.0402237	0.0809188	0.164714	0.0146429	0.203416	0.00185516	0.0784027	0.012352	0.0621519	0.0395085	0.0749142	0.0235559	1.247721	0.7522786	0.194622	0.45013	0.779557	1.28278	2.22158	5.13815	1.183442	0.602922	0.0310592	0.0170858	0.0161165	0.00504438	0.00708439	0.00712699	0.0106347	0.00446176	0.011491	0.00308452	0.00972979	0.0379615	0.00673782	0.00739493	0.0164573	0.0148216	0.0308095	0.0172587	0.0436366	0.0104918	0.0216677	0.0153811	0.0153876	0.00155126	0.000768146	0.0143729	0.011367	0.00649643	0.00851762	0.00750625	0.0106583	0.0053485	0.0113957	0.00766321	0.00666841	0.00577152	0.00664039	0.037535	0.0028662	0.00103351	0.00400752	0.00710457	0.00538007	0.00466461	0.00140682	0.00144557	0.0028225	0.00769456	0.00310394	0.00672532	0.00151543	0.00206191	0.0140581	0.00710461	0.0279729	0.00722758	0.0020587	0.00682571	0.00582393	0.0148755	0.00680434	0.000180695	0.00340184	0.0071602	0.00609615	0.00173743	0.0167574	0.00320187	0.0192708	0.00176206	0.0384791	0.00646735	0.0156734	0.00578235	0.00374148	0.00295288	0.0101474	0.0105736	0.0212712	0.0432987	0.00384919	0.0534722	0.000487668	0.0206098	0.00324697	0.0163379	0.0103857	0.0196928	0.00619216	0.376139	0.623861	3.804142
4140	-3870.762	-4015.904	145.1424	0.26578	0.035857	0.0999581	0.103325	0.118419	0.0196113	0.0557691	0.0232149	0.0504904	0.00853641	0.0380703	0.078051	0.0878001	0.0807755	0.129656	0.077726	0.163569	0.113158	0.21871	0.077206	0.0643453	0.152776	0.0862976	0.00108354	0.00724558	0.0660741	0.0768652	0.0338091	0.0696958	0.0379657	0.0558931	0.0235393	0.0339633	0.0527945	0.0766738	0.00481932	0.0697828	0.181002	0.0246644	0.0287352	0.00993956	0.010215	0.0622105	0.0122467	0.037466	0.0247726	0.0401427	0.0501817	0.0275127	0.008099	0.0266113	0.0298805	0.0790242	0.0202998	0.153795	0.0372411	0.0127137	0.0471004	0.0398457	0.0216328	0.0809758	0.000852722	0.090766	0.0553243	0.0341841	0.00734459	0.0317588	0.00497665	0.158304	0.0274894	0.0719574	0.0561733	0.032358	0.00733121	0.0464559	0.0154852	0.0741685	0.0639392	0.0916758	0.332357	0.0332859	0.290887	0.0529471	0.093443	0.0170274	0.108595	0.0274837	0.182759	0.000699393	1.1614	0.8385999	0.307524	0.562649	0.835754	1.19652	1.77731	3.25178	0.8526442	0.7220594	0.0455442	0.00614448	0.0171289	0.0177058	0.0202923	0.0033606	0.00955663	0.00397812	0.00865207	0.00146281	0.00652376	0.0133749	0.0150455	0.0138417	0.0222179	0.0133192	0.0280292	0.0193908	0.0374783	0.0132301	0.0110263	0.0261798	0.014788	0.000185676	0.00124161	0.0113225	0.0131717	0.00579354	0.0119431	0.00650582	0.00957788	0.0040337	0.00581998	0.0090469	0.0131389	0.000825843	0.011958	0.0310166	0.00422651	0.00492408	0.00170325	0.00175045	0.0106604	0.00209861	0.00642021	0.00424504	0.00687888	0.00859917	0.00471459	0.00138785	0.00456013	0.00512034	0.0135416	0.00347859	0.0263545	0.00638166	0.00217863	0.00807116	0.00682798	0.00370701	0.0138761	0.000146123	0.0155537	0.00948041	0.00585781	0.00125857	0.00544221	0.000852802	0.0271271	0.00471061	0.0123307	0.0096259	0.00554489	0.00125628	0.00796071	0.00265355	0.0127096	0.0109567	0.0157096	0.0569529	0.00570389	0.0498466	0.00907305	0.0160125	0.00291783	0.0186089	0.00470962	0.0313177	0.000119848	0.4193	0.5807	5.835643
4176	-3859.119	-4005.673	146.554	0.23814	0.0496308	0.0845246	0.0619849	0.0364507	0.0455862	0.0170411	0.0279231	0.0260827	0.021519	0.0455437	0.131907	0.0544517	0.0817322	0.0733631	0.0439841	0.12639	0.0970362	0.173366	0.0875258	0.052568	0.136888	0.045123	0.00121001	0.00170773	0.0713421	0.0797578	0.0268289	0.0409495	0.0440842	0.0298296	0.042758	0.0304314	0.0307443	0.0687002	0.0233227	0.0551814	0.114215	0.0340843	0.0197104	0.02205	0.0072512	0.0462557	0.0123073	0.0296748	0.0122308	0.00950976	0.0550255	0.00188704	0.029416	0.0220309	0.0017958	0.0499469	0.0200003	0.169735	0.0274905	0.0154711	0.0353101	0.022177	0.0164262	0.0142703	0.00280589	0.0350479	0.0573102	0.0462177	0.0329162	0.0288724	0.0118343	0.141842	0.0359	0.121847	0.100496	0.0334363	0.0346852	0.0330968	0.0319375	0.100471	0.070504	0.082142	0.297794	0.0234141	0.214079	0.0327969	0.064532	0.00989374	0.095835	0.0275814	0.0776218	0.0176451	1.107515	0.8924854	0.27487	0.532673	0.821601	1.21714	1.87732	3.63809	0.9338132	0.8058452	0.0480466	0.0100134	0.0170535	0.0125059	0.0073542	0.00919738	0.00343817	0.0056337	0.0052624	0.00434162	0.00918879	0.0266133	0.0109861	0.0164901	0.0148016	0.00887414	0.0255001	0.0195778	0.034978	0.017659	0.010606	0.0276183	0.00910391	0.000244128	0.000344548	0.0143938	0.0160918	0.00541294	0.00826189	0.00889433	0.00601836	0.00862676	0.00613976	0.00620291	0.0138608	0.00470553	0.0111333	0.0230438	0.00687677	0.00397672	0.00444876	0.00146299	0.00933245	0.00248308	0.00598712	0.00246765	0.00191867	0.0111018	0.000380725	0.0059349	0.00444491	0.000362316	0.0100772	0.00403522	0.0342454	0.00554643	0.00312142	0.00712409	0.00447439	0.00331411	0.00287915	0.000566111	0.00707119	0.0115628	0.00932479	0.0066411	0.00582523	0.00238766	0.0286176	0.0072431	0.0245836	0.0202759	0.00674603	0.00699801	0.00667753	0.00644364	0.0202709	0.0142247	0.0165728	0.0600822	0.00472398	0.0431921	0.00661702	0.0130198	0.00199614	0.0193355	0.00556477	0.0156608	0.00356004	0.446243	0.553757	4.956438
4212	-3870.636	-4016.63	145.9939	0.217066	0.0759852	0.030672	0.0400341	0.0597849	0.052052	0.0316328	0.038298	0.0144399	0.0259714	0.0809621	0.132692	0.0226607	0.0666298	0.11638	0.048248	0.12506	0.128909	0.174495	0.0573172	0.0534295	0.123749	0.0851284	0.0207043	0.00505613	0.047865	0.0741988	0.041655	0.0880216	0.0195674	0.0232199	0.0495047	0.0466974	0.0512236	0.0570737	0.0248788	0.062512	0.219723	0.0215957	0.0177808	0.0188595	0.0147818	0.025721	0.00641003	0.0123013	0.0136886	0.0178069	0.339795	0.262929	0.111915	0.00745305	0.177958	0.0445975	0.0241092	0.0448219	0.0472022	0.0640491	0.0306967	0.0485975	0.0852691	0.0206174	0.0799044	0.0118215	0.0455732	0.222042	0.0129324	0.116568	0.0489604	0.0471355	0.0259211	0.0660442	0.0267499	0.0293642	0.00548104	0.00830009	0.0132171	0.009037	0.127723	0.0851953	0.0588771	0.0366856	0.0535744	0.0127827	0.00034581	0.0341546	0.0309898	0.0223565	0.0338687	0.00457905	1.141726	0.8582738	0.319331	0.573083	0.840559	1.18968	1.74495	3.13154	0.8254021	0.7517335	0.0404775	0.0141694	0.00571957	0.00746537	0.0111484	0.00970642	0.00589874	0.00714163	0.00269268	0.00484302	0.0150974	0.0247438	0.00422565	0.0124248	0.021702	0.00899707	0.0233206	0.0240384	0.0325391	0.0106882	0.00996328	0.0230761	0.0158744	0.00386085	0.000942844	0.00892565	0.0138363	0.00776763	0.0164139	0.00364884	0.00432993	0.00923141	0.00870791	0.00955194	0.0106428	0.00463928	0.0116569	0.0409729	0.00402707	0.00331568	0.00351683	0.00275644	0.00479633	0.00119531	0.00229389	0.00255258	0.00332054	0.0633633	0.0490298	0.0208694	0.00138981	0.0331847	0.00831633	0.00449577	0.00835819	0.00880205	0.0119436	0.00572418	0.00906224	0.0159006	0.00384464	0.0149002	0.00220442	0.00849828	0.0414053	0.00241158	0.0217371	0.0091299	0.00878961	0.00483365	0.0123156	0.00498819	0.0054757	0.00102208	0.00154776	0.00246467	0.00168518	0.0238173	0.0158868	0.0109791	0.00684096	0.0099903	0.00238365	6.44851e-05	0.00636899	0.00577883	0.00416893	0.00631567	0.000853879	0.429137	0.570863	5.36264
4248	-3861.922	-4007.861	145.9389	0.195021	0.0920365	0.072959	0.0725348	0.0658418	0.043462	0.0408432	0.0293444	0.0154144	0.0362204	0.0819461	0.114199	0.0295222	0.0491721	0.105402	0.0698601	0.0627016	0.114944	0.224393	0.0814699	0.0802157	0.172918	0.0455565	0.00100035	0.00517779	0.0426086	0.106326	0.0299244	0.0487984	0.0441594	0.0405508	0.0243539	0.0520945	0.0533276	0.0731945	0.00984854	0.0453718	0.165669	0.0319146	0.0481853	0.00665624	0.00974664	0.035791	0.0101547	0.00901938	0.0125594	0.0508023	0.0595577	0.0541606	0.0718797	0.0459894	0.00495132	0.0668375	0.00580398	0.129443	0.0215524	0.0117327	0.0226463	0.0205342	0.0679878	0.0270277	0.0138403	0.0306589	0.0492044	0.0615557	0.0296375	0.0223498	0.00651218	0.140435	0.0689318	0.174509	0.0447288	0.0300839	0.034239	0.0312627	0.019946	0.114677	0.0978367	0.0598497	0.210293	0.0277579	0.24261	0.0231926	0.0651182	0.0109663	0.0550911	0.0289045	0.115485	0.0275433	1.147968	0.8520317	0.249158	0.507761	0.809415	1.23546	1.96943	4.01352	1.004826	0.7422083	0.0367927	0.0173636	0.0137645	0.0136844	0.0124217	0.00819955	0.00770548	0.00553611	0.00290808	0.00683334	0.0154599	0.0215448	0.00556966	0.00927682	0.0198851	0.0131798	0.0118293	0.0216853	0.0423341	0.0153701	0.0151335	0.0326227	0.0085947	0.000188726	0.000976842	0.00803854	0.0200594	0.00564554	0.00920631	0.00833112	0.00765032	0.0045946	0.00982814	0.0100608	0.0138089	0.00185803	0.00855986	0.0312552	0.00602101	0.00909064	0.00125577	0.0018388	0.00675234	0.00191579	0.0017016	0.00236945	0.00958437	0.0112362	0.0102179	0.0135608	0.00867637	0.000934117	0.0126096	0.00109498	0.0244207	0.00406608	0.00221348	0.00427244	0.00387399	0.0128266	0.00509905	0.00261112	0.00578412	0.00928291	0.0116131	0.00559142	0.00421651	0.00122859	0.0264945	0.0130047	0.0329228	0.00843855	0.00567563	0.00645953	0.00589803	0.00376302	0.021635	0.0184579	0.0112913	0.0396738	0.00523681	0.0457709	0.00437552	0.0122852	0.0020689	0.0103935	0.00545312	0.0217875	0.00519632	0.426016	0.573984	5.300538
4284	-3867.157	-4011.899	144.7415	0.227105	0.0998542	0.0795593	0.0797499	0.0328354	0.0303518	0.0269333	0.0359715	0.0578085	0.0310223	0.0803103	0.159567	0.0269246	0.0352366	0.145895	0.0632021	0.128915	0.133854	0.140159	0.094873	0.0934124	0.113916	0.0500956	0.00709765	0.0103911	0.0645921	0.0931158	0.0248009	0.0264902	0.0282121	0.0463372	0.0280084	0.0649581	0.0739564	0.0890119	0.015224	0.0635604	0.192924	0.0386748	0.0871668	0.0077513	0.05073	0.0567074	0.0142254	0.00756126	0.0157485	0.022981	0.0735559	0.0434805	0.119086	0.0496044	0.00306131	0.0700483	0.039722	0.0985586	0.0526202	0.0257989	0.00959845	0.0318224	0.0696199	0.0361992	0.0173904	0.0460595	0.0544105	0.0207281	0.0110546	0.0187998	0.0134783	0.0949035	0.086057	0.235741	0.101231	0.0155259	0.0398718	0.0431635	0.026531	0.0777555	0.110963	0.143801	0.219698	0.0345628	0.28907	0.00934037	0.0786001	0.0022667	0.116607	0.0303486	0.134485	0.0424955	1.091189	0.9088114	0.273609	0.53148	0.821026	1.21799	1.88154	3.65485	0.9371377	0.8328638	0.0382622	0.0168232	0.013404	0.0134361	0.00553205	0.00511361	0.00453766	0.0060604	0.00973947	0.00522658	0.0135305	0.0268835	0.00453619	0.00593659	0.02458	0.0106482	0.0217194	0.0225515	0.0236136	0.015984	0.0157379	0.0191923	0.00844	0.0011958	0.00175066	0.0108824	0.015688	0.00417841	0.00446302	0.00475311	0.0078068	0.00471881	0.010944	0.01246	0.0149966	0.00256491	0.0107085	0.0325035	0.00651586	0.0146857	0.00130592	0.0085469	0.00955394	0.00239667	0.00127391	0.00265328	0.0038718	0.0123925	0.00732551	0.0200634	0.00835725	0.000515763	0.0118016	0.00669228	0.016605	0.00886535	0.00434655	0.00161713	0.00536138	0.0117294	0.00609878	0.00292991	0.00776001	0.00916697	0.00349223	0.00186246	0.00316735	0.0022708	0.0159891	0.0144987	0.0397172	0.0170551	0.00261578	0.00671752	0.00727209	0.0044699	0.0131001	0.0186948	0.0242273	0.0370143	0.00582307	0.0487019	0.00157365	0.0132424	0.000381888	0.0196457	0.00511308	0.0226577	0.00715956	0.454406	0.545594	5.935494
