Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	stationaryDist[1]	stationaryDist[2]	tree_length
972	-3792.001	-3936.945	144.9438	0.289256	0.0518479	0.0705807	0.0793937	0.0914178	0.0383957	0.0143042	0.0114934	0.0502502	0.0398904	0.0420139	0.118544	0.0784181	0.057983	0.15448	0.0993707	0.13693	0.0772112	0.174616	0.0263317	0.0964041	0.16822	0.0444475	0.0169645	0.000401914	0.0754532	0.0914399	0.0228499	0.0230442	0.0417691	0.0865855	0.0209227	0.0506347	0.0198213	0.0642108	0.0410277	0.0846671	0.182153	0.0261613	0.038811	0.0279968	0.0236572	0.0283433	0.0077553	0.0266655	0.0099881	0.0296934	0.000118927	0.0677508	0.0288542	0.0428844	0.0317212	0.0332697	0.0475229	0.203478	0.0366765	0.121168	0.0642673	0.0376597	0.0392605	0.0809979	0.00585875	0.0855829	0.0663354	0.0791305	0.0336335	0.196917	0.0320423	0.0937388	0.239085	0.0678688	0.00696312	0.0189583	0.00528022	0.00579905	0.361555	0.0056124	0.0847433	0.106515	0.035319	0.0211378	0.144235	0.0746787	0.0581107	0.0661953	0.0527594	0.00200517	0.0373155	0.0454441	1.084394	0.915606	0.355505	0.603874	0.854396	1.17042	1.65598	2.8129	0.7478097	0.844348	0.0488504	0.00875622	0.0119199	0.0134082	0.0154389	0.00648438	0.00241573	0.00194104	0.00848639	0.0067368	0.00709541	0.02002	0.0132435	0.00979232	0.026089	0.016782	0.0231251	0.0130396	0.0294897	0.00444697	0.016281	0.0284095	0.00750642	0.00286501	6.78764e-05	0.0127427	0.0154426	0.00385895	0.00389177	0.00705408	0.0146228	0.00353349	0.00855132	0.00334748	0.0108441	0.00692887	0.0142988	0.0307625	0.0044182	0.0065545	0.00472817	0.00399529	0.0047867	0.00130974	0.00450335	0.00168682	0.00501469	2.00846e-05	0.0114419	0.00487298	0.00724243	0.00535717	0.00561868	0.0080258	0.0343639	0.00619403	0.0204632	0.0108536	0.00636007	0.00663042	0.0136791	0.000989442	0.0144535	0.0112029	0.0133638	0.00568013	0.0332559	0.0054114	0.0158309	0.0403773	0.0114619	0.00117595	0.00320172	0.000891737	0.00097936	0.0610604	0.000947838	0.0143117	0.0179886	0.00596477	0.00356981	0.0243589	0.0126119	0.0098139	0.0111792	0.00891015	0.000338639	0.00630195	0.00767473	0.457803	0.542197	5.921269
1008	-3802.597	-3947.588	144.9909	0.301491	0.045352	0.0618683	0.0141317	0.0640029	0.0453254	0.0164413	0.0433283	0.0633032	0.000762524	0.0279158	0.117259	0.0295424	0.0985492	0.0818697	0.0641753	0.0874593	0.0439847	0.1436	0.0484381	0.056273	0.105353	0.0438792	0.0190559	0.00373953	0.0687232	0.114035	0.0305363	0.050698	0.0106994	0.0669094	0.0514761	0.123183	0.0817377	0.085088	0.0100443	0.114615	0.190819	0.0269182	0.00999231	0.0102807	0.0135311	0.0223643	0.016076	0.0217762	0.0087533	0.0943357	0.0562506	0.109317	0.0380284	0.0398259	0.0743787	0.0486224	0.0999828	0.0475429	0.0314788	0.0229652	0.0148484	0.401235	0.0580082	0.00560896	0.010769	0.20576	0.153006	0.0401795	0.0463513	0.0212032	0.0443847	0.0630138	0.0492356	0.0554246	0.0255807	0.00482943	0.316073	0.04968	0.015769	0.148241	0.03322	0.0329542	0.0362938	0.0397972	0.0422861	0.112908	0.00403416	0.00803873	0.0231051	0.00835871	0.242971	0.118937	1.088595	0.9114049	0.313432	0.567895	0.838178	1.19306	1.76089	3.19048	0.8388843	0.8372304	0.0515352	0.00775223	0.0105754	0.0024156	0.0109403	0.00774767	0.00281039	0.0074063	0.0108207	0.000130342	0.00477177	0.0200436	0.00504981	0.0168455	0.0139944	0.0109698	0.0149498	0.00751851	0.0245461	0.00827975	0.009619	0.0180084	0.00750046	0.00325732	0.000639216	0.0117472	0.0194926	0.00521971	0.00866605	0.0018289	0.0114371	0.00879904	0.0210562	0.0139718	0.0145445	0.00171692	0.0195917	0.0326176	0.00460125	0.00170803	0.00175732	0.00231294	0.00382283	0.00274795	0.00372231	0.00149624	0.0161252	0.00961518	0.0186861	0.00650036	0.00680762	0.0127139	0.00831125	0.0170905	0.00812672	0.00538081	0.00392554	0.00253811	0.068585	0.0099156	0.000958765	0.00184079	0.0351714	0.0261541	0.00686807	0.00792304	0.00362436	0.00758688	0.0107712	0.00841607	0.00947398	0.00437263	0.000825517	0.0540279	0.00849203	0.00269547	0.0253396	0.00567845	0.00563302	0.00620386	0.00680272	0.00722815	0.0192999	0.000689577	0.0013741	0.00394945	0.00142879	0.0415322	0.0203305	0.455702	0.544298	5.850193
1044	-3794.244	-3938.58	144.3356	0.232629	0.0661895	0.0910763	0.0597605	0.111689	0.037714	0.0286414	0.0376151	0.0307665	0.0291009	0.0468075	0.173128	0.0362453	0.05327	0.0675715	0.072247	0.117542	0.113983	0.140833	0.1178	0.0822776	0.148262	0.044873	0.00729997	0.00510277	0.082959	0.124119	0.0280841	0.0417397	0.0180201	0.0604622	0.0409713	0.0515647	0.0211917	0.0861681	0.044561	0.0912153	0.26244	0.0290362	0.0167094	0.0222673	0.0155119	0.0279714	0.00918166	0.0170222	0.0193868	0.0630977	0.0292969	0.108618	0.0474191	0.041367	0.159945	0.0653989	0.0441817	0.109729	0.0453289	0.00716763	0.0484238	0.377471	0.0522862	0.02225	0.0166517	0.32024	0.137914	0.0477181	0.0425497	0.0209371	0.0706576	0.0918237	0.0605521	0.0125547	0.0189719	0.0231353	0.313124	0.0434309	0.0217801	0.107585	0.0151073	0.0349797	0.0282665	0.0445166	0.00848532	0.0081903	0.000299839	0.00221314	0.0617835	0.0189245	0.148675	0.101038	1.005007	0.9949932	0.304586	0.560021	0.834534	1.19827	1.78565	3.28315	0.8595857	0.9900363	0.0380916	0.0108381	0.0149132	0.00978542	0.0182885	0.00617544	0.00468985	0.00615925	0.00503783	0.0047651	0.00766445	0.0283486	0.00593495	0.00872264	0.0110644	0.01183	0.0192468	0.0186641	0.0230606	0.0192891	0.0134725	0.024277	0.00734769	0.00119533	0.000835548	0.013584	0.0203238	0.00459861	0.00683462	0.00295068	0.00990032	0.0067088	0.00844341	0.00347001	0.0141095	0.00729659	0.014936	0.042973	0.0047545	0.00273606	0.00364613	0.00253998	0.00458016	0.00150344	0.00278729	0.00317446	0.0103319	0.00479719	0.0177855	0.0077646	0.00677359	0.0261901	0.0107087	0.00723449	0.0179675	0.00742234	0.00117366	0.00792911	0.0618086	0.00856155	0.00364331	0.00272661	0.0524373	0.0225826	0.00781354	0.00696726	0.00342832	0.0115697	0.0150356	0.00991505	0.00205576	0.00310653	0.00378826	0.0512722	0.00711155	0.00356636	0.0176164	0.00247373	0.00572772	0.00462846	0.00728932	0.00138942	0.00134111	4.90969e-05	0.000362388	0.0101167	0.00309877	0.0243446	0.0165444	0.497497	0.502503	6.107096
1080	-3791.374	-3936.252	144.8779	0.360707	0.109723	0.0605664	0.0630264	0.0596592	0.0282494	0.0235889	0.0283685	0.0518405	0.050605	0.051436	0.0394752	0.0435741	0.0557185	0.115051	0.0667644	0.153233	0.0716482	0.227684	0.081175	0.0749371	0.149719	0.065611	0.00044446	0.00268738	0.0693789	0.0994326	0.0372165	0.0478878	0.0237562	0.0822061	0.0649816	0.0947502	0.0347952	0.0588303	0.0226119	0.110598	0.191576	0.024514	0.0052187	0.0154386	0.0313949	0.0172195	0.00847324	0.0206973	0.00930324	0.0916737	0.0423705	0.0817709	0.0203168	0.0301732	0.0384208	0.0591053	0.0598924	0.0259935	0.084514	0.0254037	0.00782686	0.472637	0.0494578	0.0398878	0.0104475	0.202897	0.199983	0.0430465	0.0583104	0.0968339	0.0271835	0.0587029	0.0697862	0.0636826	0.00651249	0.0735785	0.27925	0.050605	0.0108909	0.133028	0.016901	0.0377351	0.00397101	0.0412224	0.00176062	0.0439264	0.00949936	0.00602127	0.0472349	0.0196239	0.0778055	0.10918	1.180729	0.8192715	0.33596	0.587448	0.847077	1.18053	1.70228	2.97654	0.7886963	0.6938695	0.0597707	0.0181816	0.0100361	0.0104438	0.0098858	0.00468106	0.00390879	0.00470078	0.0085902	0.00838548	0.00852318	0.00654122	0.00722043	0.00923281	0.0190645	0.0110632	0.0253914	0.0118724	0.0377283	0.0134511	0.0124174	0.0248091	0.010872	7.3649e-05	0.00044531	0.0114964	0.0164764	0.00616695	0.00793522	0.00393652	0.0136219	0.0107677	0.0157005	0.00576572	0.00974844	0.0037469	0.0183266	0.031745	0.00406208	0.000864763	0.00255825	0.00520228	0.00285335	0.00140405	0.00342963	0.00154159	0.0151908	0.00702099	0.0135498	0.00336659	0.00499983	0.0063665	0.00979402	0.00992443	0.00430725	0.0140044	0.00420951	0.00129695	0.0783181	0.00819539	0.00660959	0.00173119	0.033621	0.0331381	0.00713301	0.0096623	0.0160458	0.00450442	0.00972734	0.0115639	0.0105525	0.00107915	0.0121923	0.046273	0.00838548	0.00180467	0.0220434	0.00280057	0.00625288	0.000658015	0.00683074	0.000291743	0.0072788	0.00157409	0.000997752	0.00782704	0.00325177	0.0128927	0.0180916	0.409636	0.590364	6.034838
1116	-3808.488	-3953.926	145.4375	0.146631	0.067078	0.0761203	0.0753836	0.0479961	0.0535954	0.0757	0.0255922	0.0204707	0.0951171	0.12605	0.107895	0.100049	0.0799882	0.112234	0.0485758	0.123932	0.0626103	0.174499	0.0616181	0.104568	0.133664	0.0540319	0.00287679	0.00296864	0.0817658	0.0815637	0.0520696	0.0315931	0.0254519	0.0652947	0.0404941	0.04955	0.0678245	0.0473303	0.0299136	0.0746203	0.199304	0.0485257	0.00846863	0.00995328	0.0149634	0.0186011	0.00593308	0.0175713	0.034589	0.0225078	0.00544643	0.0559831	0.0150945	0.0567177	0.0233748	0.038683	0.0440361	0.221797	0.0628117	0.155223	0.0935728	0.00473836	0.0532873	0.0293749	0.0121658	0.0678431	0.0287134	0.0439995	0.0105215	0.140094	0.0468845	0.0338071	0.0260274	0.0831871	0.00464107	0.00986018	0.0189307	0.000313275	0.285149	0.0214989	0.0733524	0.0792364	0.0949689	0.0485078	0.131948	0.00587079	0.122728	0.0286597	0.0413623	0.0574807	0.198669	0.110926	1.152417	0.8475835	0.331571	0.583692	0.845383	1.1829	1.71323	3.01595	0.7982063	0.7354836	0.025749	0.0117792	0.013367	0.0132377	0.00842833	0.00941158	0.0132932	0.0044941	0.00359473	0.016703	0.022135	0.0189468	0.017569	0.0140463	0.0197089	0.00853012	0.0217629	0.0109946	0.0306427	0.0108204	0.0183626	0.023472	0.00948823	0.000505176	0.000521306	0.0143584	0.0143229	0.00914365	0.00554788	0.00446946	0.011466	0.00711094	0.0087012	0.0119103	0.00831141	0.00525295	0.0131036	0.0349987	0.00852132	0.00148713	0.00174784	0.00262764	0.00326644	0.00104187	0.00308559	0.00607398	0.00395246	0.000956416	0.00983086	0.00265067	0.00995986	0.00410471	0.0067929	0.00773292	0.0389484	0.01103	0.0272579	0.0164318	0.000832076	0.00935748	0.00515836	0.00213636	0.0119135	0.00504219	0.00772651	0.00184762	0.0246012	0.00823312	0.00593667	0.00457051	0.014608	0.000814992	0.00173149	0.00332432	5.50123e-05	0.0500735	0.0037753	0.012881	0.0139142	0.0166769	0.00851817	0.0231707	0.00103094	0.0215515	0.00503276	0.0072634	0.0100939	0.0348871	0.0194791	0.423792	0.576208	5.694623
1152	-3799.993	-3944.404	144.4106	0.213493	0.110596	0.0107209	0.0391302	0.0454464	0.0589786	0.0251315	0.0369717	0.0426594	0.0871672	0.0707582	0.149946	0.0554447	0.053263	0.101485	0.0869931	0.0823383	0.0705346	0.201615	0.0655003	0.0919234	0.136527	0.0834403	0.000981505	0.000401151	0.0627667	0.127443	0.0645102	0.0451894	0.0315949	0.0987508	0.0529327	0.0717278	0.0453247	0.0868872	0.0124227	0.0762314	0.211812	0.0313576	0.0201166	0.0186136	0.0345251	0.0260167	0.0228156	0.0164332	0.0175814	0.0759475	0.0802989	0.107719	0.040716	0.0242937	0.169409	0.0652887	0.0743075	0.0867746	0.124986	0.0338607	0.00903022	0.261621	0.0328165	0.0467057	0.0240271	0.240434	0.0382533	0.00441389	0.0335133	0.0964009	0.0427623	0.0485994	0.0434391	0.0662704	0.0825652	0.0523318	0.350335	0.0112705	0.0173414	0.0954394	0.0252482	0.0589368	0.0488975	0.0355857	0.00823822	0.0508962	0.0367768	0.00886144	0.0335821	0.0381412	0.105805	0.126923	1.061704	0.9382956	0.327456	0.580148	0.843779	1.18514	1.7237	3.05384	0.8072347	0.8837636	0.0346829	0.0179668	0.00174165	0.00635689	0.00738298	0.00958135	0.00408272	0.00600622	0.00693021	0.0141607	0.011495	0.0243595	0.00900726	0.00865282	0.0164867	0.0141324	0.0133762	0.0114587	0.0327533	0.0106408	0.0149334	0.0221794	0.0135553	0.00015945	6.51689e-05	0.0101967	0.0207038	0.01048	0.00734123	0.00513274	0.0160425	0.00859916	0.0116525	0.00736321	0.0141152	0.00201812	0.0123841	0.0344099	0.00509419	0.00326804	0.00302387	0.00560877	0.00422654	0.0037065	0.00266964	0.00285618	0.012338	0.0130449	0.0174995	0.0066145	0.00394663	0.0275212	0.0106065	0.0120716	0.0140969	0.0203045	0.00550084	0.001467	0.0425015	0.00533119	0.00758755	0.00390332	0.0390597	0.00621443	0.000717057	0.00544439	0.0156608	0.00694693	0.00789521	0.00705688	0.0107659	0.0134131	0.00850154	0.0569135	0.00183095	0.00281719	0.0155046	0.00410169	0.00957455	0.00794363	0.00578106	0.00133834	0.00826832	0.00597457	0.00143958	0.00545557	0.00619621	0.0171885	0.0206193	0.469148	0.530852	6.155564
1188	-3805.455	-3951.11	145.6548	0.262285	0.120138	0.0441571	0.0618363	0.0472888	0.047378	0.000314564	0.0703176	0.029264	0.135625	0.0221675	0.136273	0.0528829	0.0565203	0.143859	0.0687934	0.0503217	0.129077	0.218427	0.0598787	0.0811345	0.156701	0.0595882	0.00603132	0.00612521	0.114019	0.0651021	0.019662	0.0546647	0.0239007	0.0347652	0.0417195	0.0923729	0.0636141	0.0424139	0.00712137	0.0573688	0.205495	0.0237953	0.00091725	0.0141032	0.0193335	0.0645857	0.0168937	0.0201783	0.0120058	0.0317667	0.010684	0.0276459	0.0337933	0.0266744	0.0133303	0.0305536	0.00934487	0.267246	0.0188834	0.101371	0.0492291	0.00516731	0.0332208	0.159169	0.0274236	0.0260664	0.0737909	0.0149852	0.021382	0.17034	0.0234309	0.032002	0.12865	0.0518034	0.0334791	0.0232329	0.0149723	0.0113494	0.261685	0.0013056	0.0124835	0.0739389	0.0213949	0.0435369	0.123124	0.0394576	0.0823841	0.141712	0.0150821	0.0289433	0.0214527	0.0259819	1.0791	0.9209002	0.274948	0.532747	0.821636	1.21708	1.87706	3.63705	0.9336071	0.8533967	0.0483575	0.0221497	0.00814123	0.0114007	0.00871862	0.00873506	5.7996e-05	0.0129644	0.00539538	0.025005	0.00408702	0.0251246	0.00974999	0.0104206	0.0265233	0.0126834	0.00927779	0.023798	0.0402713	0.0110398	0.0149587	0.0288908	0.0109863	0.00111199	0.0011293	0.0210216	0.0120028	0.00362507	0.0100785	0.00440656	0.00640965	0.00769181	0.0170307	0.0117285	0.00781984	0.00131296	0.0105771	0.0378871	0.00438713	0.000169113	0.0026002	0.00356452	0.0119076	0.00311469	0.00372027	0.0022135	0.00585681	0.0019698	0.00509705	0.00623046	0.00491794	0.00245769	0.00563314	0.00172291	0.0492721	0.00348153	0.0186897	0.00907635	0.000952695	0.0061249	0.029346	0.00505607	0.00480585	0.0136048	0.00276281	0.00394219	0.0314055	0.00431994	0.00590019	0.0237192	0.00955096	0.00617252	0.00428345	0.00276043	0.00209249	0.0482467	0.000240713	0.00230157	0.0136321	0.00394456	0.00802689	0.0227004	0.00727477	0.0151891	0.0261273	0.00278069	0.00533627	0.00395522	0.00479026	0.46045	0.53955	5.423889
1224	-3812.433	-3958.182	145.7487	0.250088	0.0436833	0.0590379	0.0473267	0.0295893	0.0652699	0.000101147	0.0423628	0.038163	0.110691	0.0400144	0.114077	0.0499138	0.0787507	0.116703	0.105969	0.0753305	0.103261	0.154854	0.0725042	0.0676701	0.0750326	0.0744283	0.0261833	0.00913459	0.0874539	0.0956646	0.0226221	0.0515524	0.0106768	0.0914036	0.0206377	0.0627718	0.0472631	0.0459221	0.00991833	0.110267	0.143004	0.0643633	0.0516707	0.0101195	0.0323441	0.0359074	0.00807026	0.0167937	0.0133614	0.0621917	0.0104586	0.0513098	0.0349698	0.0388854	0.0138941	0.021489	0.000662893	0.207536	0.016627	0.0428661	0.0922391	0.029082	0.0139718	0.150542	0.0206352	0.0485093	0.00620961	0.0234804	0.0273164	0.268191	0.00765165	0.0338908	0.061707	0.0549711	0.00992186	0.0347283	0.0187654	0.0422884	0.15963	0.0108886	0.0426655	0.0672416	0.071804	0.00566832	0.108848	0.0491257	0.156552	0.117894	0.128809	0.0288738	0.00250002	0.0435922	1.062956	0.937044	0.252576	0.511146	0.811094	1.2329	1.95639	3.9592	0.9949738	0.8815455	0.0470001	0.00820958	0.0110952	0.00889431	0.00556084	0.0122664	1.9009e-05	0.00796142	0.00717212	0.0208027	0.00752006	0.021439	0.00938051	0.0147999	0.0219325	0.0199153	0.0141572	0.0194062	0.0291023	0.013626	0.0127175	0.0141012	0.0139876	0.00492074	0.0017167	0.0164356	0.0179787	0.00425147	0.00968845	0.00200653	0.0171778	0.00387853	0.011797	0.00888235	0.00863033	0.00186399	0.020723	0.0268754	0.0120961	0.00971068	0.0019018	0.00607856	0.00674822	0.00151668	0.00315612	0.00251106	0.0116879	0.00196553	0.00964285	0.00657201	0.0073079	0.00261118	0.00403851	0.00012458	0.0390031	0.00312477	0.008056	0.0173349	0.0054655	0.00262578	0.028292	0.00387805	0.00911655	0.001167	0.00441277	0.00513369	0.0504023	0.00143801	0.00636923	0.0115968	0.010331	0.00186466	0.00652664	0.00352666	0.00794744	0.03	0.00204634	0.0080183	0.012637	0.0134944	0.00106527	0.0204563	0.00923239	0.0294214	0.0221562	0.0242075	0.00542638	0.000469839	0.00819247	0.468522	0.531478	5.321013
1260	-3805.746	-3949.24	143.4943	0.356208	0.0206604	0.0959715	0.0343606	0.109263	0.0181861	0.0385675	0.036062	0.0492917	0.139774	0.0807889	0.144745	0.0505322	0.0187411	0.0906469	0.102163	0.130978	0.187388	0.131548	0.0572588	0.115999	0.170003	0.114293	0.00724082	0.0173483	0.0825052	0.0601023	0.0537899	0.0862773	0.0389292	0.0451355	0.116697	0.0485097	0.0436474	0.0917829	0.0220351	0.0797913	0.247543	0.0387782	0.00530026	0.007107	0.0139031	0.0185247	0.0164664	0.0144627	0.0221537	0.250936	0.0854278	0.0153175	0.0527911	0.043182	0.0463421	0.0374963	0.0287809	0.243604	0.0684541	0.148665	0.0888247	0.0363458	0.0910743	0.0765526	0.0605198	0.0385663	0.0694418	0.0136758	0.0869989	0.00245212	0.129824	0.00592153	0.0240494	0.00249012	0.0322265	0.0612196	0.0904747	0.014787	0.027305	0.0472565	0.0267625	0.0182083	0.0588322	0.0153106	0.00657797	0.310456	0.055311	0.339795	0.0261022	0.187017	0.167839	0.0155689	1.113306	0.8866941	0.339357	0.590337	0.848374	1.17873	1.69395	2.94675	0.7814228	0.7964515	0.0530052	0.00307435	0.0142809	0.005113	0.0162588	0.00270617	0.00573901	0.00536617	0.00733481	0.0207989	0.0120217	0.0215387	0.0075194	0.00278875	0.0134886	0.0152023	0.0194901	0.0278841	0.0195749	0.00852035	0.0172612	0.0252972	0.0170072	0.00107746	0.00258149	0.0122771	0.00894346	0.00800415	0.0128384	0.00579282	0.00671635	0.017365	0.00721843	0.00649491	0.0136577	0.00327891	0.0118733	0.0368354	0.00577035	0.0007887	0.00105755	0.00206883	0.00275654	0.00245027	0.00215211	0.00329656	0.0373403	0.012712	0.0022793	0.00785553	0.00642566	0.00689589	0.0055796	0.00428272	0.0362493	0.0101863	0.022122	0.0132175	0.0054084	0.0135522	0.0113913	0.0090056	0.00573882	0.0103332	0.00203502	0.0129458	0.000364886	0.0193183	0.000881147	0.00357864	0.00037054	0.00479544	0.00910973	0.013463	0.00220036	0.0040631	0.00703196	0.00398237	0.00270947	0.00875446	0.00227828	0.000978828	0.0461971	0.0082305	0.0505629	0.00388412	0.0278288	0.0249752	0.00231672	0.443347	0.556653	6.720245
1296	-3799.691	-3947.277	147.5856	0.184602	0.0308306	0.0572362	0.0704104	0.036396	0.0433113	0.0173055	0.0103531	0.0593352	0.0156681	0.0320327	0.11692	0.0494448	0.00912339	0.120157	0.0192052	0.0939475	0.0811481	0.121592	0.0500739	0.0793292	0.0948769	0.0583081	0.00238345	0.00382693	0.0441906	0.0708268	0.0522548	0.0476095	0.0145475	0.0467698	0.0634518	0.047601	0.038813	0.049675	0.0201094	0.0686629	0.144767	0.0401613	0.0031483	0.00533651	0.0143247	0.0307154	0.0103623	0.00831226	0.00813863	0.161118	0.0371635	0.0242186	0.0187709	0.0309925	0.0713416	0.0214037	0.0322564	0.063576	0.0545672	0.0406516	0.041065	0.0302288	0.00809649	0.0350887	0.038212	0.0440873	0.0503068	0.0397811	0.0779544	0.0358976	0.114379	0.0250664	0.0207923	0.00459511	0.0371547	0.0343919	0.0997146	0.0353872	0.0328773	0.019521	0.00916033	0.0212802	0.00374493	0.0120544	0.00495958	0.136687	0.0279422	0.253511	0.010946	0.087353	0.043549	0.0214997	1.067752	0.9322483	0.252662	0.511231	0.811137	1.23284	1.95606	3.95785	0.9947268	0.8730947	0.0429214	0.00716833	0.0133078	0.0163709	0.00846233	0.0100702	0.00402365	0.00240718	0.0137959	0.00364294	0.00744784	0.0271847	0.0114963	0.00212125	0.0279375	0.00446534	0.0218435	0.0188675	0.028271	0.0116425	0.0184446	0.0220596	0.013557	0.000554169	0.000889789	0.0102746	0.0164677	0.0121496	0.0110696	0.00338241	0.0108743	0.014753	0.0110676	0.00902429	0.0115498	0.00467559	0.0159646	0.0336594	0.00933779	0.000732003	0.00124078	0.00333059	0.00714156	0.00240931	0.00193266	0.00189229	0.0374612	0.00864077	0.005631	0.00436437	0.00720597	0.0165874	0.00497651	0.00749985	0.0147819	0.0126873	0.0094518	0.0095479	0.00702842	0.00188249	0.00815839	0.00888456	0.0102506	0.0116967	0.00924938	0.018125	0.00834644	0.0265941	0.00582811	0.00483436	0.0010684	0.00863873	0.00799637	0.0231844	0.00822777	0.00764421	0.00453877	0.00212984	0.00494781	0.000870722	0.00280274	0.00115314	0.0317806	0.00649677	0.0589431	0.00254503	0.0203102	0.0101254	0.00499883	0.466124	0.533876	4.300942
